Date,ID,Filter,Tweet,Retweets,Favorites,Mentions,Hashtags
4/29/2018 11:39,9.91E+17,spam,Ethereum $ ETH price: $679.43 Binance registration is ONLINE! We JUST checked! http://binance.com/?ref=10078236 $ XVG $ NXS $ MAID $ DNT $ DGB $ MDA $ XNN $ GLD $ STEEM $ ETF $ ACT $ SLS $ FTC $ BCPT $ STRAT $ EGC $ INT $ VTR $ SWT $ REDD $ PAY $ COB $ LOCpic.twitter.com/iRyUaz0H4g,0,0,,
4/29/2018 8:44,9.91E+17,spam,Ethereum Classic $ ETC price: $21.31 Binance is TEMPORARILY accepting new users! GO! http://binance.com/?ref=10078236 $ POE $ SMART $ EDO $ PINK $ DCT $ BSD $ SXC $ XVG $ SWT $ DNA $ LEND $ GCR $ NEM $ CMT $ QAU $ DPY $ APPC $ BAY $ TRST $ MONA $ CMPCO $ MUSIC $ MNXpic.twitter.com/JokSwPXIlP,0,0,,
4/29/2018 8:16,9.91E+17,spam,"Ever buy high, then sell low, then fomo in and sell at a low? Then join us we can help https://t.me/ddoge . $ BTC $ VTC $ XRP $ XLM $ VEN $ MCO $ XVG $ DASH $ XMR $ LMC $ MONA $ TRX $ ETP $ SYS $ Brd $ BNB $ Xvg $ GVT $ gup $ TENX $ Xlm $ WTC $ SLR $ BTCRED $ XRL $ DGB $ DBIX $ strat $ subpic.twitter.com/7B3Q5HyuZD",0,2,,
4/29/2018 7:46,9.91E+17,spam,"Ever buy high, then sell low, then fomo in and sell at a low? Then join us we can help https://t.me/ddoge . $ BTC $ VTC $ XRP $ XLM $ VEN $ MCO $ XVG $ DASH $ XMR $ LMC $ MONA $ TRX $ ETP $ SYS $ Brd $ BNB $ Xvg $ GVT $ gup $ TENX $ Xlm $ WTC $ SLR $ BTCRED $ XRL $ DGB $ AION $ ETH $ BTGpic.twitter.com/jdHktBvv4e",0,1,,
4/29/2018 16:16,9.91E+17,spam,"Ever buy high, then sell low, then fomo in and sell at a low? Then join us we can help https://t.me/ddoge . $ BTC $ VTC $ XRP $ XLM $ VEN $ MCO $ XVG $ DASH $ XMR $ LMC $ MONA $ TRX $ ETP $ SYS $ Brd $ BNB $ Xvg $ GVT $ gup $ TENX $ Xlm $ WTC $ SLR $ BTCRED $ XRL $ DGB # altcoins $ LTC $ subpic.twitter.com/T3ovQd9Eoq",0,0,,#
4/29/2018 14:15,9.91E+17,spam,faithfulstar Profit is Gauranted -> https://goo.gl/d7JJEL $ MDT $ RDN $ XMY $ DBC $ QWARK $ XLM $ SKY $ TNC $ XMR $ VERI $ TRX $ MNX $ XVG $ EVX $ STRAT $ OCT $ CPC $ UNB inf3zBRYKnb3bazr8nASKndB,0,0,,
4/29/2018 13:15,9.91E+17,spam,familiar free signals I have ever seen —> https://goo.gl/4U91yc $ XLM $ XMY $ OCT $ QWARK $ RDN $ TRX $ EVX $ MDT $ DBC $ VERI $ STRAT $ TNC $ XMR $ UNB $ CPC $ SKY $ XVG $ MNX ZihDz5zKhkizF9t4GrrH2rSD,0,0,,
4/29/2018 15:00,9.91E+17,spam,familiar free signals I have ever seen —> https://goo.gl/Mp76No $ STRAT $ SKY $ OCT $ MDT $ CPC $ VERI $ EVX $ XMY $ TRX $ DBC $ TNC $ MNX $ RDN $ QWARK $ XLM $ UNB $ XVG $ XMR 3FN9t66GENQN4d7rFayBZGb3,0,0,,
4/29/2018 10:15,9.91E+17,spam,familiar Paid group now free for week https://goo.gl/7Vsp11 $ DBC $ CPC $ OCT $ UNB $ QWARK $ TNC $ MDT $ RDN $ EVX $ XMR $ MNX $ TRX $ SKY $ STRAT $ XLM $ VERI $ XVG $ XMY 65GT7hbNrhSE7Ka8Rs7sTbhr,0,0,,
4/29/2018 15:00,9.91E+17,spam,famousstar Paid group now free for week https://goo.gl/6Ay1FT $ XLM $ MDT $ EVX $ CPC $ OCT $ TRX $ QWARK $ STRAT $ XVG $ SKY $ RDN $ XMR $ DBC $ TNC $ XMY $ MNX $ VERI $ UNB hrG8trzET9zGD6QnF2S5NKzT,0,0,,
4/29/2018 9:58,9.91E+17,spam,"few more hours to the deadline!!! i will announce the 2 lucky winners of 130 $ eos and 30,000 $ trx first!!! before announcing the 3 winners of $ eth , $ ltc and $ xvg smash up the RT to 100 and JOIN NOW if you want me to announce the winners in 1 hour!!!! https://twitter.com/cryptopedians/status/990593443989667845 …",41,37,,
4/29/2018 15:00,9.91E+17,spam,firmstar 3X-5X SIGNAL HERE -> https://goo.gl/JHoX9s $ CPC $ STRAT $ MDT $ DBC $ XMY $ XVG $ UNB $ SKY $ OCT $ QWARK $ RDN $ TNC $ XMR $ VERI $ TRX $ MNX $ EVX $ XLM e4H347aaTY38TH736kYZTkbe,0,1,,
4/29/2018 7:43,9.91E+17,spam,FIRST 100 MEMBERS WILL BE ALLOWED Join : http://t.me/Monsterpumper $ BTC $ ETH $ NEO $ XLM $ XRP $ ADA $EMC2 $ OMG $ BCC $ VTC $ AEON $ ZEC $ ADX $ XVG $ BAT $ LTC $ XEL $ GNT $ GUP $ MONA $ BNT $ XZC $ KORE $ PTOY $ EBST $ STORJ $ START $ FCT $ REP $ TKN $ WINGS $ SYS $ BNB,0,0,,
4/29/2018 8:25,9.91E+17,spam,fixedstar Paid group now free for week https://goo.gl/viQxDb $ VERI $ CPC $ UNB $ TRX $ DBC $ OCT $ EVX $ SKY $ XLM $ XVG $ MNX $ XMY $ TNC $ XMR $ STRAT $ QWARK $ RDN $ MDT kZhnzQFrERrENraDbBKt7F3E,0,0,,
4/29/2018 7:10,9.91E+17,spam,fleshystar Prediction of Signal check here —> https://goo.gl/JHfDN5 $ XVG $ SKY $ QWARK $ TNC $ XMY $ CPC $ MNX $ STRAT $ OCT $ DBC $ RDN $ MDT $ UNB $ VERI $ XLM $ EVX $ XMR $ TRX fiE8G6herbt3e5A87H5ZHfGS,0,0,,
4/29/2018 8:47,9.91E+17,spam,Free 200 Gh/s and start mining! Iwex: http://bit.ly/2r9fpl5 Always check program status at our monitor before invest: https://www.incredible-earnings.com/details/lid/5819/ … # hyip # forex # trader # trading # bitcoin # digibyte $ btc $ xvg $ dgb # ethereum # litecoin $ ltc $ eth $ bchpic.twitter.com/a5Kgo2875E,0,2,,# # # # # # # #
4/29/2018 10:03,9.91E+17,spam,Free signals huge profit! https://t.me/Cryptosignalsofficial … $ FUN $ FTC $ FLO $ FLDC $ FCT $ FAIR $ EXP $ EXCL $ ETH $ ETC $ LUN $ NEO $ XVG $1ST $2GIVE 7273,0,1,,
4/29/2018 11:03,9.91E+17,spam,Free signals huge profit! https://t.me/Cryptosignalsofficial … $ ZEN $ ZEC $ ZCL $ XZC $ XWC $ XVG $ XVC $ XRP $ XMY $ XMR $ XMG $ XLM $ XEM $ XEL $ XDN # BITTREX 634,0,0,,#
4/29/2018 15:12,9.91E+17,spam,Go Selfkey! # selfkey # Crypto # BTC # XVG $ XVG $ MIOTA $ DASH # ltc # doge # ada # xrp # altcoins # altcoinnews # bitcoin # LTC # ETH # AppCoin # ADA $ XLM # EOS # dash # neo # Lend @ CryptoChoe @ tailopez @ Altcoinbuzzio $ EOS $ NEO $ XEM $ BCH $ XMR # VEN # LSK $ QTUM $ WAVES $ STRAT @ PhilakoneCryptohttps://twitter.com/SelfKey/status/990541930969808896 …,0,0,@ @ @ @,# # # # # # # # # # # # # # # # # # # # #
4/29/2018 10:16,9.91E+17,spam,Great Analysis crypto currency Channel! join => https://t.me/Blackfoxtrading $ BTC $ XRP $ LTC $ ETH $ ADA $ XLM $ XVG $ TRX $ OCN $ IOST $ NCASH $ STORM $ EOS $ NEO $ IOTA $ CDT $ DASH $ XEM $ VEN $ ETC $ GVT $ LISK $ OMG $ APPC $ MOD $ NEBL $ ENJ 1,0,0,,
4/29/2018 15:10,9.91E+17,spam,Hello! We started our « $ MNX project» an you can follow our fatstar signals for free--> https://goo.gl/awZDyv $ MDT $ CPC $ VERI $ EVX $ DBC $ RDN $ OCT $ UNB $ XLM $ SKY $ MNX $ XVG $ TRX $ XMY $ XMR $ QWARK $ STRAT $ TNC 89sZTRTfaaEB984GfG6z5N9R,0,0,,
4/29/2018 7:20,9.91E+17,spam,Hello! We started our « $ XMY project» an you can follow our firmstar signals for free--> https://goo.gl/LFPVyS $ STRAT $ XLM $ EVX $ OCT $ MDT $ UNB $ TNC $ RDN $ CPC $ SKY $ VERI $ QWARK $ MNX $ TRX $ XVG $ XMY $ DBC $ XMR zQ6DR7z23h7GBs6N8DH2yFFD,0,0,,
4/29/2018 14:35,9.91E+17,spam,Hello! We started our « $ XVG project» an you can follow our fleshystar signals for free--> https://goo.gl/85RFXN $ STRAT $ MDT $ OCT $ RDN $ XLM $ VERI $ QWARK $ XMY $ TRX $ UNB $ CPC $ SKY $ DBC $ MNX $ TNC $ XMR $ XVG $ EVX h2rTis8R5QAZH6Nnb48Zt66Q,0,0,,
4/29/2018 16:47,9.91E+17,spam,Hey guys. # Nauticus is going to be the world's largest # crypto exchange with 300 crypto and 16 fiat to trade. They are giving away # freecoins .FOR 100 free coins click the link below and register thru Facebook or email $ Tnt $ BTC $ XVG $ ETH $ EOS $ TEL $ BNB https://nauticus.io/ref/6ba0198294779f01838d054ea29d61511acc3eebc05c6accc75132445d4e23a8 …,0,0,,# # #
4/29/2018 8:12,9.91E+17,spam,https://www.tradingview.com/x/7QpqQeyE/ $ xvg Ichimoku bulutu git gide daralıyo ve yeşile dönüyor gibi. Pimi çekilmiş bi el bombası gibi sanki,0,2,,
4/29/2018 14:08,9.91E+17,spam,Huge from this # live # alert on $ NANO Want more just like this one? Check out http://bit.ly/EI_DISCORD for live alerts $ XVG $ ADA $ SNT $ SC $ STRAT $ BTS $ KCS $ AUG $ ZRX $ WAVES $ KNC $ GAS $ KMD $ ETN $ ARDR $ DRGN $ ARK $ LRC $ BATS $ BTG $ XRB $ PPT $ ZEC $ OMGpic.twitter.com/pDnAA7LBuu,0,1,,# #
4/29/2018 15:16,9.91E+17,spam,Huge profit...real people...built on honesty and integrity not like those other jokers https://t.me/ddoge . $ BTC $ VTC $ XRP $ XLM $ VEN $ MCO $ XVG $ DASH $ XMR $ LMC $ MONA $ TRX $ ETP $ SYS $ Brd $ BNB $ Xvg $ GVT $ gup $ TENX $ Xlm $ WTC $ SLR $ BTCRED $ XRL $ DGB $ NMR $ LTC $ subpic.twitter.com/JAkjiPEqMv,0,2,,
4/29/2018 8:22,9.91E+17,spam,Hurry !! The train is LEAVING !!! YOU STILL CAN JOIN : $ DEAL https://t.me/IdealCashCryptoCurrency … $ BTC $ ETH $ XRP $ BCH $ LTC $ EOS $ ADA $ XLM $ NEO $ MIOTA $ XMR $ DASH $ XEM $ TRX $ USDT $ VEN $ ETC $ BNB $ QTUM $ XVG $ POE $ GAS $ IOTA $ VENpic.twitter.com/R2OS4cUaLE,12,19,,
4/29/2018 14:25,9.91E+17,spam,I don’t watch porn I watch Ava Addams $ xvg,0,0,,
4/29/2018 15:00,9.91E+17,spam,I gave $ EVX fatstar signal and it did 80% in hours. check here —> https://goo.gl/6EaJVQ $ MDT $ UNB $ TRX $ XMY $ TNC $ DBC $ XMR $ STRAT $ MNX $ OCT $ EVX $ XVG $ SKY $ RDN $ XLM $ QWARK $ CPC $ VERI f6zHkQhSbTNEZiR4SYRs8Q9H,0,0,,
4/29/2018 15:00,9.91E+17,spam,I gave $ SKY faithfulstar signal and it did 80% in hours. check here —> https://goo.gl/QHU3B5 $ RDN $ TNC $ TRX $ DBC $ VERI $ UNB $ CPC $ XMY $ XVG $ MDT $ XMR $ SKY $ STRAT $ EVX $ OCT $ QWARK $ MNX $ XLM FN3E3dZb9zH5y4D84TifFHaA,0,0,,
4/29/2018 10:05,9.91E+17,spam,I gave $ TNC famousstar signal and it did 80% in hours. check here —> https://goo.gl/waTQVj $ STRAT $ SKY $ MDT $ RDN $ XMY $ EVX $ TRX $ XLM $ UNB $ TNC $ OCT $ QWARK $ XVG $ MNX $ VERI $ DBC $ XMR $ CPC EH37B37i3GtnBSkeDNK5iDZn,0,2,,
4/29/2018 14:45,9.91E+17,spam,I gave $ VERI forcefulstar signal and it did 80% in hours. check here —> https://goo.gl/KfpA33 $ EVX $ XLM $ CPC $ MNX $ XVG $ SKY $ OCT $ XMY $ UNB $ QWARK $ MDT $ RDN $ TNC $ STRAT $ DBC $ TRX $ XMR $ VERI D5Z6Zb6GE86Sn8RZ97eH4TrZ,0,0,,
4/29/2018 11:36,9.91E+17,spam,"I only hold blue coins, what’s in your wallet?? $ NCASH $ XVG $ XIL $ ICX $ NANO $ AION $ GVTpic.twitter.com/GqEc4Vcjc0",0,8,,
4/29/2018 14:09,9.91E+17,spam,ICON $ ICX is trading at: $4.61 QUICK! Sign up before Binance closes registration! http://binance.com/?ref=10078236 $ BTM $ LOC $ ETF $ UFO $ NOTE $ ZNY $ VEE $ SALT $ ONION $ XAUR $ GTC $ ANT $ XVG $ POSW $ HVN $ ICOS $ PHR $ AMB $ GRS $ NAS $ PZM $ STX $ CATpic.twitter.com/ldto20ujsu,0,0,,
4/29/2018 16:03,9.91E+17,spam,I'd subscribe if $ XVG # XVG # Verge @ vergecurrency was accepted :)https://twitter.com/spotifycares/status/990488721584742400 …,1,3,@,# #
4/29/2018 12:17,9.91E+17,spam,If your consistently making profit...then start here free https://t.me/ddoge . $ BTC $ VTC $ XRP $ XLM $ VEN $ MCO $ XVG $ DASH $ XMR $ LMC $ MONA $ TRX $ ETP $ SYS $ Brd $ BNB $ Xvg $ GVT $ gup $ TENX $ Xlm $ WTC $ SLR $ BTCRED $ XRL $ DGB # altcoins $ ETH $ BTGpic.twitter.com/IgxRpwiHbB,0,1,,#
4/29/2018 7:35,9.91E+17,spam,It broke down. I have some alerts set now but I won't really be tracking it anymore $ XVG pic.twitter.com/a8SAV9UkH8,0,0,,
4/29/2018 13:17,9.91E+17,spam,"It’s about to be massive gainzzz week for crypto!! You’re either with us, or against us. # AllCryptoMatters # CryptoStalker # CryptoStalkerTV $ BTC $ IOTA $ NEO $ TRX $ XRP $ XMR $ XVG $ XLM $ NANO $ LTC $ BCH $ EOS $ XEM $ DASH $ BNB $ OCN $ NEO $ DASH $ ADA $ XEM $ OMG $ LSK $ ZEC",3,3,,# # #
4/29/2018 15:53,9.91E+17,spam,Komodo $ KMD is valued at: $4.23 We checked! Binance registration is currently open http://binance.com/?ref=10078236 $ PKB $ IPC $ LKK $ MSP $ ZEPH $ UNITY $ ZNY $ DCR $ XVG $ BQX $ CRB $ GBYTE $ ARN $ MTH $ PAYX $ NET $ UBQ $ PART $ DTB $ QRL $ SXC $ XCP $ SMTpic.twitter.com/v612fgrbOo,0,0,,
4/29/2018 11:02,9.91E+17,spam,Let’s $ XVG break the downtrend! # xvg # verge # vergepartnership,0,2,,# # #
4/29/2018 13:37,9.91E+17,spam,Litecoin $ LTC is valued at: $151.42 Binance is TEMPORARILY accepting new users! GO! http://binance.com/?ref=10078236 $ BCN $ GTC $ MAID $ EOS $ MTL $ NEOS $ PURE $ CLUB $ SBTC $ ION $ GRID $ XMG $ MOD $ XZC $ XEL $ XVG $ DNA $ QWARK $ VRM $ SNRG $ BNB $ TAAS $ GNTpic.twitter.com/XqXEq6VA8z,0,0,,
4/29/2018 10:41,9.91E+17,spam,Long/Short Bitcoin swings with up to 100x Leverage at BitMEX! 10% Fee Discount using the link below → http://bitmex.com/register/m9MNxm $ MED $ DRGN $ NEO $ ICX $ ADA $ XVG $ XMR $ QASH $ LINK $ CVC $ ZEC $ NEBL $ OMG $ ZCL $ ETHOS $ PART $ QTUM $ BNB $ ZRXpic.twitter.com/ckld6K01yF,0,2,,
4/29/2018 10:47,9.91E+17,spam,Long/Short Bitcoin volatility with up to 100x Leverage at BitMEX! 10% Fee Discount below! http://bitmex.com/register/m9MNxm $ BAT $ ETN $ ICX $ SYS $ QASH $ GAS $ XP $ GXS $ GAME $ XRB $ XRP $ STEEM $ XVG $ FCT $ ZCL $ DGB $ MAID $ QTUM $ SC $ ETHOSpic.twitter.com/oMEt0v9oi6,0,2,,
4/29/2018 12:31,9.91E+17,spam,"Looking for honest and profitable trading calls, recommendations and advice, join: http://t.me/CryptoHeatsignals … $ BTC $ ETH $ ETC $ BCH $ LTC $ XRP $ DASH $ XLM $ XMR $ ZEC $ ADA $ SYS $ NEO $ LUX $ OMG $ POWR $ VTC $ XEM $ LSK $ DGB $ DOGE $ XVG $ VEN $ ICX $ ZCL $ DRGN $ WTC $ IC $ TRX $ QTUM $ LSK $ ZRX 42336",0,3,,
4/29/2018 11:48,9.91E+17,spam,Más del 915% de rentabilidad en el Canal Privado. Recibe señales de manera gratuita en el Canal de Telegram: https://goo.gl/SXKJMq $ BTC $ TRX # ETC $ BTC $ BTCP $ LTC $ XRP $ PAC $ VIBE $ ZIL $ VEN $ WTC $ NANO $ BCC $ XVG $ NEO $ STORM $ ETH $ AIONpic.twitter.com/jEEJnJNQG2,0,2,,#
4/29/2018 12:42,9.91E+17,spam,Make money by capitalizing on BTC volatility → http://bitmex.com/register/m9MNxm 10% Fee Discount! $ BTS $ REQ $ QTUM $ MONA $ DCN $ RDD $ MAID $ XVG $ POWR $ OMG $ XP $ XLM $ ENG $ TRX $ XMR $ ZCL $ GXS $ HSR $ MEDpic.twitter.com/I0ThAFSi9n,0,0,,
4/29/2018 7:31,9.91E+17,spam,Make money even when BTC is going down! → http://bitmex.com/register/m9MNxm Up to 100x Leverage! $ ETC $ STEEM $ LRC $ XVG $ GAME $ SNT $ KCS $ ARDR $ KNC $ MONA $ XMR $ EMC $ KMD $ ELF $ ICX $ FCT $ XRB $ POWR $ NEOpic.twitter.com/lm3lSjg6fi,0,0,,
4/29/2018 15:58,9.91E+17,spam,Mayıs ayının 19’unda katılım sonlanacak sonuçlar 20 Mayıs’ta internet sitemizde yayınlanacak # çekiliş # kitaphediyegünü # kitaptavsiyesi # giveaway # kitapçekilişi # hediye # temettü # btc $ gvt $ xrp $ xlm $ xvg $ bcpt $ neo $ trx $ eos $ ltc $ bch $ ada,0,0,,# # # # # # # #
4/29/2018 16:15,9.91E+17,spam,MonaCoin $ MONA price: $5.35 Binance has mobile apps so you can trade anywhere. Sign up! http://binance.com/?ref=10078236 $ MYB $ XVG $ CPC $ BURST $ SOAR $ TAAS $ ATM $ NVST $ COVAL $ ACAT $ NGC $ BCD $ IFT $ ICOS $ BTM $ EVX $ SYNX $ PASC $ STEEM $ SONM $ YOYOW $ QUN $ TRXpic.twitter.com/F9iUAfxTJ0,0,0,,
4/29/2018 13:22,9.91E+17,spam,Monero $ XMR price: $251.11 Binance registration is ONLINE! We JUST checked! http://binance.com/?ref=10078236 $ LEND $ UFR $ MYB $ XVG $ CNX $ XUC $ INFX $ WICC $ RPX $ STEEM $ REC $ ETHOS $ SEQ $ ZNY $ DLT $ EGC $ UGC $ BCY $ KIN $ XP $ ICOS $ ENJ $ LEOpic.twitter.com/nBN7gd3Yum,0,0,,
4/29/2018 14:25,9.91E+17,spam,Most fatstar Binance Channel —> https://goo.gl/ubKh28 $ MNX $ EVX $ SKY $ MDT $ RDN $ XVG $ CPC $ QWARK $ DBC $ VERI $ TNC $ UNB $ TRX $ XLM $ XMR $ XMY $ OCT $ STRAT QDS6k4ZrGRYY2bt85NBhsG36,0,0,,
4/29/2018 12:45,9.91E+17,spam,NEO派生 $ ONT が2ヶ月足らずで10倍近く、仮想通貨市場いち早く上昇トレンド形成してきた $ XVG $ ONT 。 $ XVG は上昇を続け、MACD弱気トレンドになりそうな瞬間に一段高起こし、同日一気に売り叩き膨大な取引量を引き起こす。ONTは弱気トレンドを徐々下げで耐え、再び強気トレンドになり始めた所です。 pic.twitter.com/PamCUOMQsk,2,2,,
4/29/2018 15:45,9.91E+17,spam,Nice work! # TRX # Tron # TRONICS # Crypto # BTC # XVG $ XVG $ MIOTA $ DASH # ltc # doge # ada # xrp # altcoins # altcoinnews # bitcoin # LTC # ETH # AppCoin # ADA $ XLM # EOS # dash # neo # Lend # CryptoChoe # tailopez # Altcoinbuzzio $ EOS # PhilakoneCryptohttps://www.youtube.com/watch?v=LszOt51OjXU&t=270s …,0,0,,# # # # # # # # # # # # # # # # # # # # # # # # #
4/29/2018 14:16,9.91E+17,spam,No free room compares to the gains we have here https://t.me/ddoge . $ BTC $ VTC $ XRP $ XLM $ VEN $ MCO $ XVG $ DASH $ XMR $ LMC $ MONA $ TRX $ ETP $ SYS $ Brd $ BNB $ Xvg $ GVT $ gup $ TENX $ Xlm $ WTC $ SLR $ BTCRED $ XRL $ DGB # altcoins $ LTC $ BTGpic.twitter.com/bjwmxYj0p5,0,1,,#
4/29/2018 15:20,9.91E+17,spam,No1 fixedstar channel for crypto-> https://goo.gl/MwQMjH $ XLM $ CPC $ TRX $ XVG $ OCT $ MNX $ XMR $ SKY $ STRAT $ TNC $ VERI $ RDN $ QWARK $ EVX $ XMY $ DBC $ UNB $ MDT t4HTkSs7r74Y7zHKaBS5n857,0,0,,
4/29/2018 11:03,9.91E+17,spam,NOW IS YOUR CHANCE! Binance is accepting NEW users http://binance.com/?ref=11810992 Don't miss out! $ BNT $ DGB $ FUN $ VEN $ DASH $ ARK $ ZRX $ BNB $ XVG $ RDD $ PAY $ PART $ USDT $ BTM $ GAME $ DENT $ FCT $ STRATpic.twitter.com/uqFqCOHX4W,0,0,,
4/29/2018 15:42,9.91E+17,spam,"Now, throw it! 【1NGTTEKTTAedwmdDydsNc46inKWDpscwug】 $ REP $ XVG $ QRL $ PTOY $ WAVE $ NAV $ LSK $ GNT $ MAID $ ZRX $ GNO $ FCT $ DGB $ STRAT $ XSPEC $ MSP",0,0,,
4/29/2018 15:00,9.91E+17,spam,Our $ XMY signal bodied did 80% in hours. check here —> https://goo.gl/PorAfG $ VERI $ STRAT $ TNC $ EVX $ TRX $ DBC $ RDN $ XMR $ CPC $ UNB $ QWARK $ XVG $ MNX $ SKY $ XLM $ OCT $ XMY $ MDT E829sA5AKtyN23b6e54yr56z,0,0,,
4/29/2018 14:45,9.91E+17,spam,Our $ XMY signal fixedstar did 80% in hours. check here —> https://goo.gl/zHgyy7 $ QWARK $ VERI $ XVG $ DBC $ SKY $ XMY $ XMR $ STRAT $ CPC $ UNB $ TRX $ XLM $ OCT $ MDT $ MNX $ TNC $ RDN $ EVX 8a6HQNS3nG6QNSZbRK7Qb4SA,0,0,,
4/29/2018 7:24,9.91E+17,spam,Price of Decentraland $ MANA is: $0.145629 HURRY! Binance is currently accepting new users http://binance.com/?ref=10078236 $ BTA $ PKB $ DNA $ PLBT $ XPM $ ATB $ AE $ MGO $ XVG $ SNGLS $ BRD $ DGD $ AION $ OMNI $ ERC $ NEOS $ EBST $ XSPEC $ PPT $ DOGE $ SNT $ BTS $ POEpic.twitter.com/ZgBtlMleWd,0,0,,
4/29/2018 16:11,9.91E+17,spam,Rapidly Growing Community - Poseidon - https://posq.io $ DASH $ BTC $ ETH $ XVG $ LTCpic.twitter.com/1XoA2Xm4oJ,0,0,,
4/29/2018 13:00,9.91E+17,spam,"Register with Binance and you can trade for as low as 0.05% fee. 3-5x cheaper than Bithumb / Bitfinex / HitBTC / Poloniex / Bittrex. https://www.binance.com/?ref=10078236 April 29, 2018 at 01:00PM $ REP $ XVG $ QRL $ NAV $ LSK $ GNT $ ZRX $ FCT $ DGB $ XEM $ ADA $ EOS $ HSR $ ETN $ BCN $ STEEM",0,0,,
4/29/2018 11:01,9.91E+17,spam,Register with BitMEX for up to 100x Leverage! BitMEX allows you to go long/short on your trades! http://bitmex.com/register/m9MNxm $ ENG $ XVG $ NXT $ WTC $ BNB $ QTUM $ SALT $ BTM $ DENT $ HSR $ ETHOS $ GNT $ REQ $ ADA $ ETH $ PAY $ USDT $ ETNpic.twitter.com/VUAT9Yf18Z,0,2,,
4/29/2018 13:08,9.91E+17,spam,"SÖYLEDİK Mİ SÖYLEDİK $ xvg ye çok büyük pump gelecek sanıyorum, güzelim grafiği mahvettiler ve dump yaptılar. Alttan mal toplaya toplaya baya bir ilerledi. 01.00 gösteriyor grafik. YTD!! $ sngls $ trx $ ncashhttps://twitter.com/bunebilmemne/status/990375281243418624 …",0,4,,
4/29/2018 15:03,9.91E+17,spam,Small Cap Gem Hunting! LIVE STREAMING NOW >> https://www.youtube.com/watch?v=Sbp8i0Ia0nU … Let's get this crypto!!! # Crypto # Cryptocurrency # Bitcoin $ btc $ ltc $ eth $ neo $ xrp $ omg $ qtum $ lsk $ ada $ dash $ strat $ trx $ xmr $ ont $ xlm $ ark $ kmd $ adx $ xvg $ bch $ zil $ eos $ salt $ cvc $ icx $ dgbpic.twitter.com/wlVcF3dSeq,1,6,,# # #
4/29/2018 7:27,9.91E+17,spam,Status $ SNT price is: $0.171719 We checked! Binance registration is currently open http://binance.com/?ref=10078236 $ SWFTC $ IPC $ ATMS $ EVX $ ZNY $ REAL $ ARGS $ IXT $ PASC $ MNE $ MAG $ PBL $ MYST $ MNX $ XVG $ BLK $ NXT $ XPM $ BTCD $ TFL $ GAS $ OAX $ MIOTApic.twitter.com/3f3FJ7UnWd,0,0,,
4/29/2018 15:42,9.91E+17,spam,Status $ SNT price is: $0.173383 Binance is TEMPORARILY accepting new users! GO! http://binance.com/?ref=10078236 $ CAG $ INT $ HGT $ IXT $ AUR $ XVG $ STRAT $ XP $ FUN $ LINK $ XST $ UGC $ ECC $ MNE $ VOISE $ RMC $ CLAM $ MUE $ PEPE $ VIBE $ GOLOS $ BTA $ ATMSpic.twitter.com/qwmjlG3qMJ,0,0,,
4/29/2018 9:41,9.91E+17,spam,Stellar $ XLM price: $0.449400 Binance registration is now OPEN for limited time! http://binance.com/?ref=10078236 $ MSP $ UGC $ NGC $ GOLOS $ MLN $ SONM $ FLIXX $ DGD $ BTC $ AMB $ VEN $ SPANK $ SOAR $ SNT $ VIA $ QLINK $ ACE $ MTH $ LTC $ XMY $ FUEL $ BTX $ XVG pic.twitter.com/jVHfX2xZhn,0,0,,
4/29/2018 15:35,9.91E+17,spam,Stratis $ STRAT price: $7.13 We checked! Binance registration is currently open http://binance.com/?ref=10078236 $ CRW $ GAME $ EMER $ NAS $ DTB $ TKN $ PRO $ INK $ ADT $ BCD $ EOS $ TRST $ FRST $ XVG $ UKG $ SBD $ STX $ DRT $ TX $ GAM $ ZEC $ MER $ RHOCpic.twitter.com/7z1B16NRQP,0,0,,
4/29/2018 8:24,9.91E+17,spam,T= -2D! $ ALTS # altseason $ OCN $ ICX $ VEN $ QASH $ LUN $ STRAT $ TRX $ XVG pic.twitter.com/NB2L5LWRM8,0,2,,#
4/29/2018 7:07,9.91E+17,spam,"TELEGRAM IS BACK ON!!! hopefully, this giveaway was originally for # telegram guys.. 5 winners will still win: 3.5 $ eth 16 $ ltc 30,000 $ trx 35,000 $ xvg 130 $ eos RT and join https://t.me/cryptopedians to win!! ends in 12 hours instead of 24 as a compensation! SO... JOIN FAST!!!https://twitter.com/cryptopedians/status/990317727867748352 …",132,93,,#
4/29/2018 12:29,9.91E+17,spam,"this channel called $ DGB before it made 6x. they only share high reward, low risk signals. join: http://t.me/CryptoHeatsignals … $ BTC $ ETH $ ETC $ BCH $ LTC $ XRP $ DASH $ BTG $ XLM $ XMR $ ZEC $ ADA $ SNT $ NEO $ MED $ OMG $ POWR $ VTC $ SC $ XEM $ LSK $ DGB $ DOGE $ XVG $ GRS $ AMP $ ZCL $ DRGN $ DCR 28611",0,2,,
